emp_id,status,turnover,location,level,date_of_joining,date_of_birth,last_working_date,gender,department,mgr_id,cutoff_date,generation,emp_age
E6438,Active,0,Florida,Analyst,15/12/2010,13/02/1989,NA,Male,Customer Operations,E7906,31/12/2014,Millennials,25.9
E6405,Active,0,New York,Analyst,15/04/2011,27/12/1988,NA,Male,Customer Operations,E8116,31/12/2014,Millennials,26
E2370,Inactive,1,New York,Analyst,25/11/2011,25/08/1988,06/08/2014,Male,Customer Operations,E5424,31/12/2014,Millennials,26
E4458,Inactive,1,Florida,Analyst,23/11/2011,05/01/1989,18/12/2014,Male,Customer Operations,E2243,31/12/2014,Millennials,26
E6322,Active,0,New York,Analyst,27/03/2010,21/03/1989,NA,Female,Customer Operations,E10524,31/12/2014,Millennials,25.8
E2386,Active,0,Chicago,Analyst,19/01/2012,29/01/1989,NA,Female,Customer Operations,E13428,31/12/2014,Millennials,25.9
E3060,Inactive,1,Florida,Analyst,01/02/2012,12/11/1988,18/12/2014,Male,Customer Operations,E3938,31/12/2014,Millennials,26.1
E2425,Active,0,Florida,Analyst,22/02/2012,02/05/1989,NA,Male,Customer Operations,E1524,31/12/2014,Millennials,25.7
E6205,Active,0,Florida,Analyst,04/11/2009,26/10/1988,NA,Male,Customer Operations,E3938,31/12/2014,Millennials,26.2
E6161,Active,0,Florida,Analyst,23/11/2011,10/05/1989,NA,Male,Customer Operations,E3332,31/12/2014,Millennials,25.7
E6148,Active,0,New York,Analyst,02/09/2011,04/09/1988,NA,Female,Customer Operations,E1003,31/12/2014,Millennials,26.3
E2489,Active,0,New York,Analyst,21/12/2011,27/03/1989,NA,Male,Customer Operations,E6655,31/12/2014,Millennials,25.8
E5791,Active,0,Florida,Analyst,21/12/2011,18/05/1989,NA,Male,Customer Operations,E3643,31/12/2014,Millennials,25.6
E5736,Active,0,New York,Analyst,17/02/2012,21/01/1989,NA,Female,Customer Operations,E2285,31/12/2014,Millennials,26
E2613,Active,0,New York,Analyst,25/11/2009,16/12/1988,NA,Male,Customer Operations,E6404,31/12/2014,Millennials,26.1
E5687,Active,0,Florida,Analyst,23/11/2011,18/06/1989,NA,Male,Customer Operations,E1456,31/12/2014,Millennials,25.6
E2629,Active,0,New York,Analyst,09/12/2011,21/06/1989,NA,Male,Customer Operations,E10524,31/12/2014,Millennials,25.6
E5628,Active,0,New York,Analyst,08/10/2010,14/12/1988,NA,Female,Customer Operations,E5357,31/12/2014,Millennials,26.1
E2700,Active,0,Florida,Analyst,10/03/2010,02/09/1988,NA,Male,Customer Operations,E9308,31/12/2014,Millennials,26.4
E5412,Inactive,1,New York,Analyst,17/02/2012,13/02/1989,24/08/2014,Male,Customer Operations,E3264,31/12/2014,Millennials,25.5
E5352,Active,0,Florida,Analyst,06/07/2012,18/03/1989,NA,Male,Customer Operations,E11912,31/12/2014,Millennials,25.8
E5339,Active,0,Florida,Analyst,06/07/2011,25/08/1988,NA,Male,Customer Operations,E10429,31/12/2014,Millennials,26.4
E5283,Active,0,New York,Analyst,09/12/2011,10/07/1988,NA,Female,Customer Operations,E1454,31/12/2014,Millennials,26.5
E5278,Active,0,New York,Analyst,04/07/2012,07/11/1988,NA,Female,Customer Operations,E5357,31/12/2014,Millennials,26.2
E5264,Active,0,New York,Analyst,20/01/2010,18/06/1989,NA,Female,Customer Operations,E4955,31/12/2014,Millennials,25.6
E5250,Active,0,New York,Analyst,07/04/2010,27/02/1989,NA,Male,Customer Operations,E6655,31/12/2014,Millennials,25.9
E5247,Inactive,1,New York,Analyst,09/03/2012,23/02/1989,09/10/2014,Female,Customer Operations,E11266,31/12/2014,Millennials,25.6
E2782,Active,0,New York,Analyst,30/03/2012,01/10/1988,NA,Male,Customer Operations,E1454,31/12/2014,Millennials,26.3
E5171,Active,0,New York,Analyst,20/05/2011,07/11/1988,NA,Female,Customer Operations,E77,31/12/2014,Millennials,26.2
E5137,Inactive,1,New York,Analyst,18/05/2012,24/12/1988,30/06/2014,Male,Customer Operations,E3360,31/12/2014,Millennials,25.5
E5125,Active,0,New York,Analyst,30/03/2012,15/10/1988,NA,Female,Customer Operations,E1003,31/12/2014,Millennials,26.2
E2827,Active,0,New York,Analyst,18/04/2012,26/06/1989,NA,Male,Customer Operations,E12494,31/12/2014,Millennials,25.5
E4985,Active,0,Florida,Analyst,18/11/2009,30/10/1988,NA,Male,Customer Operations,E9906,31/12/2014,Millennials,26.2
E2885,Inactive,1,Florida,Analyst,07/04/2010,12/07/1988,28/01/2014,Male,Customer Operations,E13918,31/12/2014,Millennials,25.6
E4848,Active,0,Florida,Analyst,17/08/2011,15/06/1989,NA,Male,Customer Operations,E10429,31/12/2014,Millennials,25.6
E4798,Inactive,1,Florida,Analyst,07/11/2009,27/02/1988,14/08/2014,Female,Customer Operations,E13327,31/12/2014,Millennials,26.5
E4634,Inactive,1,Chicago,Analyst,28/07/2010,23/06/1988,23/06/2014,Female,Customer Operations,E548,31/12/2014,Millennials,26
E2966,Inactive,1,Florida,Analyst,14/12/2011,20/01/1989,28/08/2014,Male,Customer Operations,E11701,31/12/2014,Millennials,25.6
E2978,Active,0,New York,Analyst,17/08/2011,03/06/1989,NA,Female,Customer Operations,E3606,31/12/2014,Millennials,25.6
E4415,Active,0,New York,Analyst,17/08/2011,17/05/1989,NA,Male,Customer Operations,E11266,31/12/2014,Millennials,25.6
E4377,Active,0,Florida,Analyst,18/01/2012,18/06/1989,NA,Male,Customer Operations,E13935,31/12/2014,Millennials,25.6
E4365,Active,0,Florida,Analyst,07/12/2009,14/10/1988,NA,Male,Customer Operations,E3643,31/12/2014,Millennials,26.2
E4209,Inactive,1,Chicago,Analyst,22/06/2011,07/02/1989,10/11/2014,Male,Customer Operations,E5499,31/12/2014,Millennials,25.8
E4089,Inactive,1,New York,Analyst,18/04/2012,14/12/1987,06/02/2014,Male,Customer Operations,E7981,31/12/2014,Millennials,26.2
E3843,Active,0,New York,Analyst,16/09/2011,24/07/1988,NA,Male,Customer Operations,E6655,31/12/2014,Millennials,26.5
E3207,Inactive,1,Florida,Analyst,22/12/2010,18/06/1988,30/01/2014,Male,Customer Operations,E5336,31/12/2014,Millennials,25.6
E3762,Active,0,New York,Analyst,06/01/2012,11/03/1989,NA,Male,Customer Operations,E77,31/12/2014,Millennials,25.8
E3742,Inactive,1,New York,Analyst,03/02/2010,04/08/1988,30/01/2014,Female,Customer Operations,E12073,31/12/2014,Millennials,25.5
E3233,Active,0,New York,Analyst,28/12/2011,09/06/1989,NA,Male,Customer Operations,E12897,31/12/2014,Millennials,25.6
E3624,Active,0,New York,Analyst,30/03/2012,01/07/1989,NA,Male,Customer Operations,E8030,31/12/2014,Millennials,25.5
E3290,Inactive,1,Florida,Analyst,19/09/2012,06/08/1988,22/05/2014,Male,Customer Operations,E2717,31/12/2014,Millennials,25.8
E3416,Active,0,New York,Analyst,09/12/2011,03/06/1989,NA,Female,Customer Operations,E8030,31/12/2014,Millennials,25.6
E3408,Active,0,Chicago,Analyst,01/02/2012,02/08/1988,NA,Male,Customer Operations,E1854,31/12/2014,Millennials,26.4
E3383,Active,0,New York,Analyst,02/05/2012,05/07/1989,NA,Female,Customer Operations,E11147,31/12/2014,Millennials,25.5
E3367,Active,0,New York,Analyst,17/08/2011,08/07/1988,NA,Male,Customer Operations,E1475,31/12/2014,Millennials,26.5
E13652,Active,0,New York,Assistant Manager,27/02/2008,11/02/1988,NA,Female,Customer Operations,E191,31/12/2014,Millennials,27
E12128,Active,0,Florida,Assistant Manager,06/02/2010,18/12/1987,NA,Male,Customer Operations,E11095,31/12/2014,Millennials,27
E12073,Active,0,New York,Assistant Manager,09/01/2008,06/11/1987,NA,Male,Customer Operations,E3549,31/12/2014,Millennials,27
E3301,Active,0,Florida,Assistant Manager,07/11/2009,06/12/1987,NA,Male,Customer Operations,E14032,31/12/2014,Millennials,27
E12749,Inactive,1,Chicago,Analyst,07/10/2009,19/12/1987,04/12/2014,Male,Customer Operations,E80,31/12/2014,Millennials,27
E13827,Active,0,Florida,Specialist,06/02/2010,10/07/1987,NA,Female,Customer Operations,E13912,31/12/2014,Millennials,27.5
E11460,Inactive,1,Florida,Specialist,25/06/2008,04/07/1987,03/07/2014,Male,Customer Operations,E11070,31/12/2014,Millennials,27
E826,Active,0,Florida,Specialist,11/01/2012,06/09/1987,NA,Male,Customer Operations,E11856,31/12/2014,Millennials,27.3
E11436,Active,0,Chicago,Specialist,07/10/2009,16/05/1988,NA,Male,Customer Operations,E11347,31/12/2014,Millennials,26.6
E11284,Active,0,New York,Specialist,23/09/2009,08/06/1988,NA,Male,Customer Operations,E12308,31/12/2014,Millennials,26.6
E10620,Active,0,New York,Specialist,26/05/2010,02/07/1988,NA,Female,Customer Operations,E73,31/12/2014,Millennials,26.5
E10412,Active,0,New York,Specialist,21/10/2009,15/12/1987,NA,Male,Customer Operations,E1003,31/12/2014,Millennials,27.1
E10319,Active,0,Florida,Specialist,07/11/2009,03/04/1988,NA,Male,Customer Operations,E1228,31/12/2014,Millennials,26.8
E1389,Active,0,Florida,Specialist,07/12/2009,08/01/1988,NA,Male,Customer Operations,E9550,31/12/2014,Millennials,27
E9563,Active,0,New York,Specialist,30/03/2012,10/02/1988,NA,Male,Customer Operations,E9185,31/12/2014,Millennials,26.9
E8607,Active,0,Florida,Specialist,02/07/2008,16/12/1987,NA,Female,Customer Operations,E13935,31/12/2014,Millennials,27.1
E8248,Active,0,New York,Specialist,09/10/2009,04/01/1988,NA,Male,Customer Operations,E6655,31/12/2014,Millennials,27
E8011,Active,0,Florida,Specialist,23/10/2009,16/07/1987,NA,Male,Customer Operations,E13943,31/12/2014,Millennials,27.5
E7463,Active,0,New York,Specialist,03/02/2012,04/01/1988,NA,Female,Customer Operations,E8571,31/12/2014,Millennials,27
E7063,Active,0,New York,Specialist,25/09/2011,28/10/1987,NA,Male,Customer Operations,E3864,31/12/2014,Millennials,27.2
E2311,Active,0,Florida,Specialist,07/11/2009,28/07/1987,NA,Male,Customer Operations,E13772,31/12/2014,Millennials,27.5
E6098,Inactive,1,Florida,Specialist,09/05/2012,03/02/1987,02/03/2014,Male,Customer Operations,E8767,31/12/2014,Millennials,27.1
E6013,Inactive,1,Florida,Specialist,19/10/2011,11/04/1987,01/06/2014,Male,Customer Operations,E4531,31/12/2014,Millennials,27.2
E5511,Active,0,New York,Specialist,06/01/2012,03/05/1988,NA,Female,Customer Operations,E1406,31/12/2014,Millennials,26.7
E5242,Active,0,New York,Specialist,13/08/2009,18/04/1988,NA,Male,Customer Operations,E8030,31/12/2014,Millennials,26.7
E2854,Active,0,New York,Specialist,07/04/2010,28/04/1988,NA,Male,Customer Operations,E359,31/12/2014,Millennials,26.7
E4881,Active,0,Florida,Specialist,03/02/2010,12/04/1988,NA,Male,Customer Operations,E13176,31/12/2014,Millennials,26.7
E3273,Active,0,Florida,Specialist,29/12/2010,25/10/1987,NA,Male,Customer Operations,E7906,31/12/2014,Millennials,27.2
E13908,Active,0,New York,Analyst,22/10/2010,07/05/1988,NA,Male,Customer Operations,E77,31/12/2014,Millennials,26.7
E9,Inactive,1,Florida,Analyst,28/09/2011,07/04/1987,01/09/2014,Male,Customer Operations,E4933,31/12/2014,Millennials,27.4
E13759,Active,0,Florida,Analyst,31/03/2012,07/10/1987,NA,Female,Customer Operations,E1524,31/12/2014,Millennials,27.3
E53,Active,0,New York,Analyst,09/10/2009,26/10/1987,NA,Male,Customer Operations,E3606,31/12/2014,Millennials,27.2
E13731,Active,0,New York,Analyst,26/05/2010,20/05/1988,NA,Male,Customer Operations,E12073,31/12/2014,Millennials,26.6
E13611,Active,0,New York,Analyst,25/02/2011,24/04/1988,NA,Female,Customer Operations,E6655,31/12/2014,Millennials,26.7
E13563,Active,0,New York,Analyst,04/08/2010,29/04/1988,NA,Male,Customer Operations,E9185,31/12/2014,Millennials,26.7
E142,Active,0,New York,Analyst,23/09/2009,19/01/1988,NA,Male,Customer Operations,E2927,31/12/2014,Millennials,27
E13429,Active,0,Florida,Analyst,02/12/2009,16/12/1987,NA,Male,Customer Operations,E8847,31/12/2014,Millennials,27.1
E13345,Active,0,Florida,Analyst,22/06/2011,23/08/1987,NA,Male,Customer Operations,E9218,31/12/2014,Millennials,27.4
E194,Active,0,Florida,Analyst,22/02/2012,15/04/1988,NA,Male,Customer Operations,E2359,31/12/2014,Millennials,26.7
E13307,Active,0,New York,Analyst,18/05/2012,04/01/1988,NA,Female,Customer Operations,E7896,31/12/2014,Millennials,27
E13287,Inactive,1,New York,Analyst,17/08/2011,24/02/1988,21/08/2014,Male,Customer Operations,E2927,31/12/2014,Millennials,26.5
E276,Active,0,New York,Analyst,17/02/2010,01/03/1988,NA,Female,Customer Operations,E77,31/12/2014,Millennials,26.9
E13141,Inactive,1,New York,Analyst,18/05/2012,31/05/1987,03/07/2014,Male,Customer Operations,E5812,31/12/2014,Millennials,27.1
E13102,Inactive,1,New York,Analyst,08/10/2010,04/10/1987,29/05/2014,Male,Customer Operations,E9523,31/12/2014,Millennials,26.7
E312,Active,0,Florida,Analyst,06/07/2012,29/02/1988,NA,Male,Customer Operations,E12855,31/12/2014,Millennials,26.9
E12955,Inactive,1,Florida,Analyst,07/11/2009,13/04/1987,26/06/2014,Male,Customer Operations,E14033,31/12/2014,Millennials,27.2
E12900,Inactive,1,Florida,Analyst,07/12/2009,06/02/1987,28/01/2014,Male,Customer Operations,E13935,31/12/2014,Millennials,27
E350,Active,0,Chicago,Analyst,29/02/2012,01/05/1988,NA,Male,Customer Operations,E13428,31/12/2014,Millennials,26.7
E12765,Inactive,1,Chicago,Analyst,06/10/2010,01/06/1987,20/02/2014,Male,Customer Operations,E7969,31/12/2014,Millennials,26.7
E426,Active,0,Florida,Analyst,02/12/2009,31/07/1987,NA,Male,Customer Operations,E3249,31/12/2014,Millennials,27.4
E12667,Active,0,New York,Analyst,27/03/2010,29/08/1987,NA,Female,Customer Operations,E8030,31/12/2014,Millennials,27.4
E12627,Inactive,1,New York,Analyst,23/07/2010,26/07/1987,30/01/2014,Male,Customer Operations,E4833,31/12/2014,Millennials,26.5
E451,Active,0,Florida,Analyst,01/02/2012,31/03/1988,NA,Male,Customer Operations,E7018,31/12/2014,Millennials,26.8
E12485,Active,0,New York,Analyst,26/05/2010,25/05/1988,NA,Male,Customer Operations,E6655,31/12/2014,Millennials,26.6
E506,Inactive,1,New York,Analyst,20/05/2011,04/12/1987,05/11/2014,Male,Customer Operations,E7967,31/12/2014,Millennials,26.9
E549,Active,0,Florida,Analyst,22/02/2012,04/01/1988,NA,Male,Customer Operations,E2359,31/12/2014,Millennials,27
E12088,Active,0,Florida,Analyst,22/02/2012,17/07/1987,NA,Male,Customer Operations,E9218,31/12/2014,Millennials,27.5
E12076,Active,0,New York,Analyst,23/09/2009,31/03/1988,NA,Male,Customer Operations,E3360,31/12/2014,Millennials,26.8
E12052,Inactive,1,Florida,Analyst,29/06/2011,14/01/1987,23/01/2014,Male,Customer Operations,E2858,31/12/2014,Millennials,27
E688,Active,0,Florida,Analyst,17/11/2010,16/12/1987,NA,Female,Customer Operations,E13915,31/12/2014,Millennials,27.1
E705,Active,0,Florida,Analyst,10/04/2010,17/05/1988,NA,Male,Customer Operations,E11856,31/12/2014,Millennials,26.6
E11832,Active,0,Florida,Analyst,23/10/2009,26/03/1988,NA,Male,Customer Operations,E13735,31/12/2014,Millennials,26.8
E11794,Active,0,New York,Analyst,16/09/2011,09/06/1988,NA,Female,Customer Operations,E6655,31/12/2014,Millennials,26.6
E11670,Active,0,Florida,Analyst,07/04/2010,08/09/1987,NA,Male,Customer Operations,E13928,31/12/2014,Millennials,27.3
E11638,Active,0,Florida,Analyst,07/10/2009,20/04/1988,NA,Male,Customer Operations,E10429,31/12/2014,Millennials,26.7
E11607,Active,0,Florida,Analyst,12/05/2010,08/12/1987,NA,Male,Customer Operations,E3643,31/12/2014,Millennials,27.1
E806,Active,0,Florida,Analyst,21/12/2011,03/08/1987,NA,Male,Customer Operations,E3332,31/12/2014,Millennials,27.4
E11494,Active,0,New York,Analyst,25/03/2011,27/04/1988,NA,Female,Customer Operations,E10723,31/12/2014,Millennials,26.7
E816,Inactive,1,Chicago,Analyst,07/02/2007,25/10/1987,02/07/2014,Female,Customer Operations,E5818,31/12/2014,Millennials,26.7
E11360,Active,0,Florida,Analyst,09/02/2011,04/09/1987,NA,Male,Customer Operations,E10429,31/12/2014,Millennials,27.3
E11354,Active,0,New York,Analyst,23/09/2009,29/02/1988,NA,Female,Customer Operations,E6655,31/12/2014,Millennials,26.9
E11307,Active,0,New York,Analyst,10/11/2011,22/09/1987,NA,Female,Customer Operations,E1171,31/12/2014,Millennials,27.3
E11276,Inactive,1,Florida,Analyst,18/11/2009,22/05/1987,13/02/2014,Male,Customer Operations,E13928,31/12/2014,Millennials,26.8
E11246,Active,0,New York,Analyst,30/03/2012,08/11/1987,NA,Male,Customer Operations,E191,31/12/2014,Millennials,27.2
E11180,Inactive,1,New York,Analyst,02/02/2012,15/07/1987,16/09/2014,Male,Customer Operations,E5812,31/12/2014,Millennials,27.2
E11167,Active,0,New York,Analyst,30/09/2011,14/02/1988,NA,Male,Customer Operations,E1171,31/12/2014,Millennials,26.9
E11105,Active,0,Florida,Analyst,07/11/2009,13/02/1988,NA,Male,Customer Operations,E13975,31/12/2014,Millennials,26.9
E1542,Inactive,1,Florida,Analyst,31/08/2011,05/02/1988,10/12/2014,Male,Customer Operations,E1456,31/12/2014,Millennials,26.9
E11019,Active,0,New York,Analyst,03/02/2012,26/07/1987,NA,Male,Customer Operations,E1003,31/12/2014,Millennials,27.5
E996,Inactive,1,Chicago,Analyst,07/03/2012,12/06/1987,28/05/2014,Male,Customer Operations,E13428,31/12/2014,Millennials,27
E10973,Active,0,Florida,Analyst,23/11/2011,27/03/1988,NA,Male,Customer Operations,E3643,31/12/2014,Millennials,26.8
E10927,Active,0,New York,Analyst,25/11/2009,27/11/1987,NA,Female,Customer Operations,E9182,31/12/2014,Millennials,27.1
E10843,Active,0,Florida,Analyst,10/03/2010,25/07/1987,NA,Male,Customer Operations,E3312,31/12/2014,Millennials,27.5
E1039,Active,0,New York,Analyst,08/10/2010,26/01/1988,NA,Female,Customer Operations,E9185,31/12/2014,Millennials,27
E10730,Active,0,Florida,Analyst,21/09/2011,01/06/1988,NA,Male,Customer Operations,E1456,31/12/2014,Millennials,26.6
E1088,Active,0,New York,Analyst,28/10/2011,13/12/1987,NA,Female,Customer Operations,E6655,31/12/2014,Millennials,27.1
E10608,Active,0,New York,Analyst,23/07/2010,23/12/1987,NA,Male,Customer Operations,E2106,31/12/2014,Millennials,27
E1101,Active,0,Florida,Analyst,07/11/2009,06/05/1988,NA,Male,Customer Operations,E8767,31/12/2014,Millennials,26.7
E1120,Active,0,Chicago,Analyst,12/10/2011,03/04/1988,NA,Male,Customer Operations,E763,31/12/2014,Millennials,26.8
E10498,Active,0,New York,Analyst,04/08/2010,21/03/1988,NA,Male,Customer Operations,E12038,31/12/2014,Millennials,26.8
E10489,Active,0,Chicago,Analyst,04/05/2011,20/07/1987,NA,Male,Customer Operations,E8883,31/12/2014,Millennials,27.5
E10473,Active,0,Florida,Analyst,03/02/2010,23/08/1987,NA,Male,Customer Operations,E3555,31/12/2014,Millennials,27.4
E1163,Active,0,Florida,Analyst,07/11/2009,13/11/1987,NA,Female,Customer Operations,E5879,31/12/2014,Millennials,27.2
E10345,Active,0,Chicago,Analyst,29/08/2012,23/03/1988,NA,Female,Customer Operations,E1614,31/12/2014,Millennials,26.8
E10311,Active,0,Florida,Analyst,13/03/2010,03/05/1988,NA,Male,Customer Operations,E12498,31/12/2014,Millennials,26.7
E10240,Active,0,New York,Analyst,31/08/2011,02/11/1987,NA,Female,Customer Operations,E4306,31/12/2014,Millennials,27.2
E10158,Active,0,Florida,Analyst,09/11/2011,18/05/1988,NA,Male,Customer Operations,E3332,31/12/2014,Millennials,26.6
E10147,Active,0,Florida,Analyst,10/03/2011,17/08/1987,NA,Male,Customer Operations,E1629,31/12/2014,Millennials,27.4
E10083,Active,0,New York,Analyst,09/07/2009,22/11/1987,NA,Female,Customer Operations,E783,31/12/2014,Millennials,27.1
E9890,Inactive,1,New York,Analyst,17/08/2011,05/05/1987,06/02/2014,Male,Customer Operations,E5962,31/12/2014,Millennials,26.8
E9757,Active,0,New York,Analyst,09/06/2010,12/07/1987,NA,Male,Customer Operations,E6655,31/12/2014,Millennials,27.5
E9737,Active,0,New York,Analyst,05/08/2011,19/03/1988,NA,Male,Customer Operations,E3606,31/12/2014,Millennials,26.8
E9735,Active,0,New York,Analyst,14/10/2009,27/09/1987,NA,Male,Customer Operations,E4955,31/12/2014,Millennials,27.3
E9734,Active,0,Florida,Analyst,07/12/2009,27/04/1988,NA,Male,Customer Operations,E13912,31/12/2014,Millennials,26.7
E1357,Active,0,Chicago,Analyst,30/11/2011,01/10/1987,NA,Male,Customer Operations,E12614,31/12/2014,Millennials,27.3
E9688,Active,0,New York,Analyst,09/07/2010,06/09/1987,NA,Male,Customer Operations,E191,31/12/2014,Millennials,27.3
E9624,Active,0,Chicago,Analyst,11/04/2012,17/06/1988,NA,Male,Customer Operations,E5095,31/12/2014,Millennials,26.6
E9577,Active,0,Chicago,Analyst,07/12/2009,13/12/1987,NA,Male,Customer Operations,E6743,31/12/2014,Millennials,27.1
E9531,Active,0,New York,Analyst,03/02/2010,28/09/1987,NA,Female,Customer Operations,E9182,31/12/2014,Millennials,27.3
E1429,Active,0,Florida,Analyst,24/08/2011,10/02/1988,NA,Male,Customer Operations,E4115,31/12/2014,Millennials,26.9
E9406,Active,0,Florida,Analyst,07/11/2009,09/11/1987,NA,Male,Customer Operations,E9308,31/12/2014,Millennials,27.2
E9359,Active,0,Florida,Analyst,11/04/2012,05/02/1988,NA,Male,Customer Operations,E11856,31/12/2014,Millennials,26.9
E9291,Active,0,Florida,Analyst,17/11/2010,14/04/1988,NA,Female,Customer Operations,E1149,31/12/2014,Millennials,26.7
E9179,Active,0,New York,Analyst,17/02/2012,14/09/1987,NA,Female,Customer Operations,E10524,31/12/2014,Millennials,27.3
E9135,Active,0,New York,Analyst,04/06/2010,19/02/1988,NA,Female,Customer Operations,E8116,31/12/2014,Millennials,26.9
E9051,Active,0,New York,Analyst,09/11/2011,10/11/1987,NA,Male,Customer Operations,E667,31/12/2014,Millennials,27.2
E9050,Active,0,New York,Analyst,08/10/2010,18/09/1987,NA,Female,Customer Operations,E9185,31/12/2014,Millennials,27.3
E1554,Inactive,1,Chicago,Analyst,17/08/2011,23/05/1987,02/02/2014,Male,Customer Operations,E12210,31/12/2014,Millennials,26.7
E8986,Active,0,New York,Analyst,20/05/2011,21/02/1988,NA,Male,Customer Operations,E3360,31/12/2014,Millennials,26.9
E1602,Active,0,New York,Analyst,03/03/2010,29/04/1988,NA,Female,Customer Operations,E7896,31/12/2014,Millennials,26.7
E8911,Active,0,New York,Analyst,27/03/2010,16/02/1988,NA,Female,Customer Operations,E4955,31/12/2014,Millennials,26.9
E1628,Inactive,1,Florida,Analyst,04/03/2010,02/04/1987,30/01/2014,Male,Customer Operations,E3643,31/12/2014,Millennials,26.9
E8842,Active,0,Chicago,Analyst,01/02/2012,01/05/1988,NA,Male,Customer Operations,E1614,31/12/2014,Millennials,26.7
E8647,Active,0,New York,Analyst,23/09/2009,30/05/1988,NA,Female,Customer Operations,E4306,31/12/2014,Millennials,26.6
E1703,Active,0,New York,Analyst,02/03/2012,30/01/1988,NA,Female,Customer Operations,E2285,31/12/2014,Millennials,26.9
E8575,Active,0,New York,Analyst,15/04/2011,25/01/1988,NA,Female,Customer Operations,E8582,31/12/2014,Millennials,27
E8539,Active,0,New York,Analyst,18/05/2012,27/04/1988,NA,Male,Customer Operations,E1131,31/12/2014,Millennials,26.7
E8459,Active,0,New York,Analyst,27/03/2010,19/06/1988,NA,Female,Customer Operations,E11704,31/12/2014,Millennials,26.6
E8450,Active,0,Florida,Analyst,25/11/2009,30/06/1988,NA,Female,Customer Operations,E3555,31/12/2014,Millennials,26.5
E8441,Active,0,New York,Analyst,22/10/2010,14/12/1987,NA,Female,Customer Operations,E10524,31/12/2014,Millennials,27.1
E1761,Active,0,Florida,Analyst,29/03/2012,27/08/1987,NA,Male,Customer Operations,E3938,31/12/2014,Millennials,27.4
E8390,Active,0,New York,Analyst,29/08/2009,13/10/1987,NA,Female,Customer Operations,E6655,31/12/2014,Millennials,27.2
E8298,Active,0,Florida,Analyst,30/11/2011,24/08/1987,NA,Male,Customer Operations,E5663,31/12/2014,Millennials,27.4
E8289,Active,0,Florida,Analyst,01/12/2010,30/01/1988,NA,Female,Customer Operations,E1149,31/12/2014,Millennials,26.9
E11801,Inactive,1,Florida,Specialist,07/10/2009,25/12/1987,18/12/2014,Male,Customer Operations,E11139,31/12/2014,Millennials,27
E8177,Active,0,Florida,Analyst,11/01/2012,20/08/1987,NA,Male,Customer Operations,E11856,31/12/2014,Millennials,27.4
E8150,Active,0,Florida,Analyst,06/02/2010,28/07/1987,NA,Male,Customer Operations,E13912,31/12/2014,Millennials,27.5
E8138,Inactive,1,Chicago,Analyst,07/03/2010,04/05/1987,13/02/2014,Male,Customer Operations,E8461,31/12/2014,Millennials,26.8
E8133,Active,0,Florida,Analyst,11/02/2010,14/06/1988,NA,Male,Customer Operations,E3249,31/12/2014,Millennials,26.6
E8124,Active,0,Florida,Analyst,10/11/2010,29/12/1987,NA,Male,Customer Operations,E4115,31/12/2014,Millennials,27
E1876,Inactive,1,Chicago,Analyst,06/07/2011,13/02/1987,20/02/2014,Male,Customer Operations,E5959,31/12/2014,Millennials,27
E8043,Active,0,Florida,Analyst,21/12/2011,25/02/1988,NA,Female,Customer Operations,E2312,31/12/2014,Millennials,26.9
E8004,Inactive,1,New York,Analyst,29/10/2011,10/10/1986,06/02/2014,Male,Customer Operations,E191,31/12/2014,Millennials,27.4
E7951,Active,0,Florida,Analyst,03/02/2010,16/05/1988,NA,Male,Customer Operations,E13735,31/12/2014,Millennials,26.6
E7930,Active,0,Chicago,Analyst,29/06/2011,21/01/1988,NA,Male,Customer Operations,E3993,31/12/2014,Millennials,27
E7850,Inactive,1,Florida,Analyst,22/12/2010,19/08/1987,01/05/2014,Male,Customer Operations,E680,31/12/2014,Millennials,26.7
E7718,Inactive,1,New York,Analyst,07/04/2010,17/05/1987,27/02/2014,Male,Customer Operations,E3137,31/12/2014,Millennials,26.8
E7673,Active,0,New York,Analyst,18/05/2012,11/09/1987,NA,Female,Customer Operations,E1131,31/12/2014,Millennials,27.3
E7562,Active,0,Florida,Analyst,07/12/2009,18/09/1987,NA,Male,Customer Operations,E5663,31/12/2014,Millennials,27.3
E2054,Active,0,New York,Analyst,18/05/2012,11/03/1988,NA,Female,Customer Operations,E1131,31/12/2014,Millennials,26.8
E7346,Active,0,Florida,Analyst,14/03/2012,31/07/1987,NA,Male,Customer Operations,E2732,31/12/2014,Millennials,27.4
E7331,Active,0,New York,Analyst,22/10/2010,28/03/1988,NA,Female,Customer Operations,E8015,31/12/2014,Millennials,26.8
E7287,Active,0,New York,Analyst,14/10/2009,15/04/1988,NA,Female,Customer Operations,E8116,31/12/2014,Millennials,26.7
E7205,Active,0,Florida,Analyst,07/04/2010,17/09/1987,NA,Male,Customer Operations,E3312,31/12/2014,Millennials,27.3
E2141,Active,0,Chicago,Analyst,31/08/2011,14/02/1988,NA,Female,Customer Operations,E10422,31/12/2014,Millennials,26.9
E7124,Active,0,Florida,Analyst,22/12/2010,29/05/1988,NA,Female,Customer Operations,E1524,31/12/2014,Millennials,26.6
E7106,Active,0,Florida,Analyst,26/10/2011,10/07/1987,NA,Male,Customer Operations,E88,31/12/2014,Millennials,27.5
